Comm/Work Reinteg 15 Min,97537,CPT,,,69.38,69.38,,
Self Care/Home Mgt 15 Min,97535,CPT,,,91.19,91.19,,
Ther Act Direct 15 Min,97530,CPT,,,104.42,104.42,,
Elec Stim Attended 15 Min,97032,CPT,,,106.51,106.51,,
Whirlpool Hubbard Tank 15Min,97036,CPT,,,200.36,200.36,,
Apply Splint Short Arm Static,29125,CPT,,,545.61,545.61,,
Apply Splint Short Arm Dynam,29126,CPT,,,483.43,483.43,,
Apply Splint Finger Static,29130,CPT,,,424.73,424.73,,
Apply Splint Finger Dynam,29131,CPT,,,453.69,453.69,,
Strapping Shoulder,29240,CPT,,,513.65,513.65,,
Strapping Elbow Or Wrist,29260,CPT,,,255.16,255.16,,
Rom Testing Extremity/Trunk,95851,CPT,,,138.24,138.24,,
Rom Testing Hand,95852,CPT,,,99.0,99.0,,
Infrared,97026,CPT,,,98.43,98.43,,
Diathermy,97024,CPT,,,37.17,37.17,,
Standard Cognitive Test Per Hr,96125,CPT,,,316.93,316.93,,
Aquatic Therapy W/Exer 15 Min,97113,CPT,,,158.0,158.0,,
Physical Perform Test 15Min,97750,CPT,,,171.04,171.04,,
Prosthetic Train 15 Min,97761,CPT,,,130.59,130.59,,
Eval Of Swallowing Blue Dye,92610,CPT,,,245.28,245.28,,
Eval Of Swallowin-Radio-Opa,92611,CPT,,,646.79,646.79,,
Tx Swallowing/Oral Dysfun,92526,CPT,,,181.35,181.35,,
Vasopneumatic Devices,97016,CPT,,,123.3,123.3,,
Contrast Bath 15 Min,97034,CPT,,,109.96,109.96,,
Selectiv Debride 1St 20 Sq Cm,97597,CPT,,,666.86,666.86,,
Selectiv Debride Ea Ad 20Sq Cm,97598,CPT,,,602.45,602.45,,
Orthotic Fit/Train 15 Min,97760,CPT,,,108.92,108.92,,
Orthotic Fit/Train Subseq15Min,97763,CPT,,,89.66,89.66,,
Biofeedback Training,90901,CPT,,,67.05,67.05,,
Ot Evaluation Low Complexity,97165,CPT,,,251.4,251.4,,
Ot Evaluation Mod Complexity,97166,CPT,,,237.91,237.91,,
Ot Evaluation High Complexity,97167,CPT,,,283.6,283.6,,
Occupat Therapy Re-Eval,97168,CPT,,,250.35,250.35,,
Pt/Family Training Ea 30 Min,98960,CPT,,,115.58,115.58,,
Ther Int Cog Func 1St 15 Min,97129,CPT,,,73.85,73.85,,
Ther Int Cog Func Eaaddl 15Min,97130,CPT,,,68.31,68.31,,
Sensory Stimulation 15 Min,97533,CPT,,,99.21,99.21,,
Eval Speech Fluency,92521,CPT,,,360.96,360.96,,
Eval Speech Sound Production,92522,CPT,,,366.94,366.94,,
Eval Sound Prod/Lang Comp Exp,92523,CPT,,,367.95,367.95,,
Beh Qual Analysis Voice/Reson,92524,CPT,,,506.54,506.54,,
Tx Swallowing/Oral Dysfun,92526,CPT,,,181.35,181.35,,
Speech Group Treatment,92508,CPT,,,69.98,69.98,,
Speech Group Trtmt 30 Min,92508,CPT,,,69.98,69.98,,
Speech Group Trtmt 45 Min,92508,CPT,,,69.98,69.98,,
Speech Group Trtmt 60 Min,92508,CPT,,,69.98,69.98,,
Self Care/Home Mgt 15 Min,97535,CPT,,,91.19,91.19,,
Speech/Hearing Eval 15 Min,92522,CPT,,,366.94,366.94,,
Speech/Hearing Eval 30 Min,92522,CPT,,,366.94,366.94,,
Speech/Hearing Eval 45 Min,92522,CPT,,,366.94,366.94,,
Speech/Hearing Eval 60 Min,92522,CPT,,,366.94,366.94,,
Eval Of Swallowing-Radio-Opa,92611,CPT,,,646.79,646.79,,
Tympanometry,92567,CPT,,,139.88,139.88,,
Laryngeal Function Studies,92520,CPT,,,446.78,446.78,,
Mod Of Prosth Commun Device,92507,CPT,,,194.66,194.66,,
Speech Language Treatment,92507,CPT,,,194.66,194.66,,
Fiberoptic Eval Swallowing,92612,CPT,,,618.66,618.66,,
Fiberoptic Laryng Sensory Test,92614,CPT,,,548.0,548.0,,
Clinical/Bedside Evaluation,92610,CPT,,,245.28,245.28,,
Eval Swallow/Oral Function,92610,CPT,,,245.28,245.28,,
Eval Of Swallowing Blue Dye,92610,CPT,,,245.28,245.28,,
"Eval, Comp Audiomty Thres",92557,CPT,,,454.66,454.66,,
Tympanometry & Reflex Thresh,92550,CPT,,,337.0,337.0,,
Eval Nonspeech Gen Device,92605,CPT,,,559.0,559.0,,
Eval Swallow/Oral Func 30 Min,92610,CPT,,,245.28,245.28,,
Eval Swallow/Oral Func 45 Min,92610,CPT,,,245.28,245.28,,
Eval Swallow/Oral Func 60 Min,92610,CPT,,,245.28,245.28,,
Eval Speech Device 1St Hr,92607,CPT,,,560.83,560.83,,
Eval Speech Device Addl 30 Min,92608,CPT,,,116.31,116.31,,
Therapy Speech Gen Device,92609,CPT,,,228.93,228.93,,
Assistive Tech Assess 15 Min,97755,CPT,,,144.02,144.02,,
Eval Swallow/Laryn Sensory,92616,CPT,,,760.0,760.0,,
Comm/Work Reinteg 15 Min,97537,CPT,,,69.38,69.38,,
Standard Cognitive Test Per Hr,96125,CPT,,,316.93,316.93,,
Aud Assess Rehab 1St Hr,92626,CPT,,,472.51,472.51,,
Aud Assess Rehab Add 15 Min,92627,CPT,,,121.56,121.56,,
Eval Of Prosth Comm Device,92597,CPT,,,455.04,455.04,,
E/T One Way Spk Vlv W/Cuff Def,92597,CPT,,,455.04,455.04,,
Eval Aphasia Per Hr,96105,CPT,,,497.93,497.93,,
Dys Txt W/E-Stim Attend 15Min,97032,CPT,,,106.51,106.51,,
E-Stim Attended 15Min,97032,CPT,,,106.51,106.51,,
Pt/Family Training Ea 30 Min,98960,CPT,,,115.58,115.58,,
Arterial Blood Gas,82803,CPT,,,915.0,915.0,,
Venous Blood Gas,82803,CPT,,,679.0,679.0,,
Bipap Daily,94660,CPT,,,2133.0,2133.0,,
Cpap Daily,94660,CPT,,,2133.0,2133.0,,
Chest Wall Manipulation Init,94667,CPT,,,317.0,317.0,,
Bronchoscopy,31622,CPT,,,3305.0,3305.0,,
Chest Wall Manipulation Subseq,94668,CPT,,,286.0,286.0,,
Aerosol/Vapor Inhale Initial,94640,CPT,,,370.0,370.0,,
Passy Muir Valve Assist,92507,CPT,,,261.0,261.0,,
Intubation,31500,CPT,,,1261.0,1261.0,,
Cardiopulmonary Resuscitation,92950,CPT,,,2012.0,2012.0,,
Trach Stint Replacement,31899,CPT,,,752.0,752.0,,
Trach Change,31502,CPT,,,440.0,440.0,,
Aerosol/Vapor Inhale Subseq,94640,CPT,,,279.0,279.0,,
Ventilator Initial Daily,94002,CPT,,,5122.0,5122.0,,
Ventilator Subsequent Daily,94003,CPT,,,4675.0,4675.0,,
Max Breathing Capacity,94200,CPT,,,370.0,370.0,,
Physical Performance Test,97750,CPT,,,135.0,135.0,,
Chest Wall Manip-Subseq,94668,CPT,,,246.0,246.0,,
Chest Wall Manip-Initial,94667,CPT,,,317.0,317.0,,
Maximum Breathing Capacity,94200,CPT,,,276.0,276.0,,
Decalcification,88311,CPT,,,216.38,216.38,,
Fine Needle Asp Eval,88172,CPT,,,453.63,453.63,,
"Cell Block, Interp Complete",88305,CPT,,,571.66,571.66,,
Cyto-Smear Any-Source,88160,CPT,,,264.74,264.74,,
Cyto-Smear Prep/Screening,88161,CPT,,,247.58,247.58,,
Tissue Cult. Neoplastic Bm-Bc,88237,CPT,,,1064.58,1064.58,,
Chrom Anal Add Karyotype Ea,88280,CPT,,,323.27,323.27,,
Intra-Operative Consultation,88329,CPT,,,256.73,256.73,,
Dna Analysis-Flow Cyto,88182,CPT,,,1087.43,1087.43,,
Tissue Block-Frozen Section,88331,CPT,,,698.54,698.54,,
Bone Marrow Bx Interp,88305,CPT,,,571.66,571.66,,
Imprxdse-Intrp 1 Stain,88342,CPT,,,573.24,573.24,,
Tumor Morph Ea Ab Comp Aid,88361,CPT,,,1194.8,1194.8,,
Surgical Path Level I,88300,CPT,,,217.98,217.98,,
Surgical Path Level Ii,88302,CPT,,,331.15,331.15,,
Surgical Path Level Iii,88304,CPT,,,442.57,442.57,,
Surgical Path Level Iv,88305,CPT,,,571.66,571.66,,
Surgical Path Level V,88307,CPT,,,918.65,918.65,,
Surgical Path Level Vi,88309,CPT,,,1370.62,1370.62,,
Electron Microscopy,88348,CPT,,,2909.89,2909.89,,
"Immunohistochemistry, Ea Ab",88342,CPT,,,573.24,573.24,,
Immunohisto Ab Initial Slide,88342,CPT,,,573.24,573.24,,
Immunohisto Ab Ea Addl Slide,88341,CPT,,,421.91,421.91,,
Immunohisto Ab Ea Multiplex Ab,88344,CPT,,,565.23,565.23,,
Molecular Cytogenetics,88271,CPT,,,418.28,418.28,,
Mol Cyt In Situ Hybrd 100-300,88275,CPT,,,392.38,392.38,,
Immunofluorescence,88346,CPT,,,598.06,598.06,,
Tissue In Situ Interp,88365,CPT,,,619.69,619.69,,
Cytopath Non-Gyn Cell Prep,88112,CPT,,,318.18,318.18,,
Slide Referal-Consult,88321,CPT,,,479.14,479.14,,
Slide Referal W/Sld Prep-Cons,88323,CPT,,,500.83,500.83,,
Bone Marrow Smear Interp,85097,CPT,,,710.07,710.07,,
Cytopath Wash/Brush Non-Gyn,88104,CPT,,,299.97,299.97,,
Cytospin,88108,CPT,,,303.92,303.92,,
"Fine Needle Asp, Interpret",88173,CPT,,,486.87,486.87,,
Tissue Block Frozen Sect Add,88332,CPT,,,346.14,346.14,,
Cytopath Filter Method,88106,CPT,,,157.0,157.0,,
Hemapath Enzymes,88319,CPT,,,876.79,876.79,,
Special Stain Group-1,88312,CPT,,,336.65,336.65,,
Stain Group-Ii,88313,CPT,,,361.69,361.69,,
Flow Cytometry-1St Mkr-Tech,88184,CPT,,,544.04,544.04,,
Flow Cytometry-Ea Add Mkr-Tech,88185,CPT,,,229.86,229.86,,
Flow Cytometry-2-8 Mrk-Interp,88187,CPT,,,145.0,145.0,,
Flow Cytometry-9-15 Mrk-Interp,88188,CPT,,,201.89,201.89,,
Flow Cytometry-16> Mrk-Interp,88189,CPT,,,391.53,391.53,,
Fish Ea Addl Sgl Probe Stain,88369,CPT,,,579.34,579.34,,
Fish Ea Probe Manual,88368,CPT,,,667.97,667.97,,
Pap Smear Thin Prep,88142,CPT,,,181.86,181.86,,
Comprehensive Review,88325,CPT,,,441.83,441.83,,
Periph Smear Rept & Interp,85060,CPT,,,113.57,113.57,,
Hla Cl 1 Typ Hi Res Al/Al Grp,81381,CPT,,,846.07,846.07,,
F2 Gene 20210G >A Variant,81240,CPT,,,775.83,775.83,,
F5 Gene Leiden Variant,81241,CPT,,,625.37,625.37,,
Procalcitonin,84145,CPT,,,348.66,348.66,,
Gammaglobulin Igm,82784,CPT,,,12.0,12.0,,
Lipid Panel,80061,CPT,,,484.12,484.12,,
Analgesics Non-Opiod 1-2,80329,CPT,,,63.0,63.0,,
Acth,82024,CPT,,,95.31,95.31,,
Aldolase,82085,CPT,,,6.0,6.0,,
Acid Fast Bacilli Smear,87206,CPT,,,137.69,137.69,,
Albumin Serum,82040,CPT,,,118.65,118.65,,
P-Anca Atypical Titer,86256,CPT,,,49.57,49.57,,
Perinuclear Ab Titer,86256,CPT,,,49.57,49.57,,
"Alpha-Fetoprotein, Serum",82105,CPT,,,273.15,273.15,,
Aldosterone Serum,82088,CPT,,,456.36,456.36,,
Antiepileptics Nos 1-3,80339,CPT,,,201.98,201.98,,
Anti-Platelet Ib/Ix Ab,86022,CPT,,,201.98,201.98,,
Anti-Platelet Ia/Iia Ab,86022,CPT,,,201.98,201.98,,
Amikacin,80150,CPT,,,30.0,30.0,,
Amiodarone,80299,CPT,,,175.35,175.35,,
Ca 27.29,86300,CPT,,,12.0,12.0,,
Ammonia,82140,CPT,,,15.0,15.0,,
Amylase,82150,CPT,,,263.16,263.16,,
Treponema Pallidum Antibody,86780,CPT,,,14.67,14.67,,
Ana Screen,86038,CPT,,,98.82,98.82,,
Diptheria Antibody,86317,CPT,,,46.44,46.44,,
Hsv 2 By Pcr,87529,CPT,,,330.75,330.75,,
Itraconazole Serum/Plasma,80299,CPT,,,195.0,195.0,,
Covid-19 Coronavirus,87635,CPT,,,153.0,153.0,,
Covid-19 Antibody Igm,86769,CPT,,,150.0,150.0,,
Covid-19 Antibody Igg,86769,CPT,,,150.0,150.0,,
Covid-19 Antibody Iga,86769,CPT,,,150.0,150.0,,
"Sars Cov-2 Ab, Qual",86769,CPT,,,126.39,126.39,,
Anti-Dna Antibody,86225,CPT,,,159.89,159.89,,
Anti-Platelet Antib,86022,CPT,,,355.32,355.32,,
Cryptococcus Antigen Serum,87899,CPT,,,166.56,166.56,,
C Difficile Antigen,87449,CPT,,,43.98,43.98,,
Influenza A&B,86710,CPT,,,413.06,413.06,,
Bnp (B Natriuretic Peptide),83880,CPT,,,109.95,109.95,,
Nt-Pro Bnp,83880,CPT,,,453.0,453.0,,
Bilirubin Direct,82248,CPT,,,6.75,6.75,,
Bilirubin Total,82247,CPT,,,6.75,6.75,,
Inf Ag Det By Ia Influenza,87804,CPT,,,52.88,52.88,,
Crp (High Sensitivity),86141,CPT,,,141.02,141.02,,
Ca 15-3,86300,CPT,,,62.43,62.43,,
Calcium Serum,82310,CPT,,,6.0,6.0,,
Calcium (Ionized),82330,CPT,,,10.5,10.5,,
Carcinoembryonic-(Cea),82378,CPT,,,10.38,10.38,,
Fungal Sensitivity,87186,CPT,,,699.0,699.0,,
"Cbc, W/ Auto Diff",85025,CPT,,,70.35,70.35,,
Levitiracetam,80177,CPT,,,31.77,31.77,,
Cell Count Fluids W/ Diff,89051,CPT,,,115.48,115.48,,
Cholesterol (Total),82465,CPT,,,6.0,6.0,,
Cmv Igm Antibody,86645,CPT,,,12.84,12.84,,
Cmv Igg Antibody,86644,CPT,,,13.8,13.8,,
Complement C-3,86160,CPT,,,139.91,139.91,,
Complement C-4,86160,CPT,,,164.34,164.34,,
Cortisol Total,82533,CPT,,,175.44,175.44,,
T Cells Cd4 & Cd8 W/Ratio,86360,CPT,,,250.32,250.32,,
Oxcarbazepine (Trileptal),80183,CPT,,,19.56,19.56,,
Creatinine Urine 24Hr,82570,CPT,,,6.0,6.0,,
C-Peptide,84681,CPT,,,10.95,10.95,,
Cpk-Total,82550,CPT,,,19.95,19.95,,
Cpk Isoenzymes,82552,CPT,,,174.33,174.33,,
"Creatinine, Blood",82565,CPT,,,6.75,6.75,,
C-Reactive Protein,86140,CPT,,,85.05,85.05,,
Quantiferon Tb Gold,86480,CPT,,,285.37,285.37,,
Cryptosporidium Antigen,87328,CPT,,,105.0,105.0,,
"Glucose, Body Fluid",82945,CPT,,,12.21,12.21,,
Culture-Fungus-Other Source,87102,CPT,,,210.97,210.97,,
Culture-Routine,87070,CPT,,,87.33,87.33,,
Culture Anaerobic,87075,CPT,,,280.92,280.92,,
Culture Blood,87040,CPT,,,26.25,26.25,,
Culture Screen Mrsa,87081,CPT,,,31.89,31.89,,
Culture Stool,87045,CPT,,,61.08,61.08,,
Culture Throat,87070,CPT,,,15.0,15.0,,
Culture Wound,87070,CPT,,,63.0,63.0,,
Culture Urine W/Colony Count,87086,CPT,,,162.0,162.0,,
Cyclosporine,80158,CPT,,,36.42,36.42,,
Fibrin-D-Dimer Quant,85379,CPT,,,156.56,156.56,,
Digoxin,80162,CPT,,,15.75,15.75,,
Dilantin (Phenytoin-Total),80185,CPT,,,26.88,26.88,,
Electrophoresis Hemogloblin,83020,CPT,,,190.98,190.98,,
Erythropoietin,82668,CPT,,,356.43,356.43,,
Fecal Hgb Immunoassay,82274,CPT,,,105.0,105.0,,
Fdp (Fsp),85362,CPT,,,34.2,34.2,,
Ferritin,82728,CPT,,,7.32,7.32,,
Fibrinogen,85384,CPT,,,146.57,146.57,,
Folic Acid,82746,CPT,,,8.55,8.55,,
Gentamicin,80170,CPT,,,32.25,32.25,,
Glycohemoglobin  (Hgb A1),83036,CPT,,,141.02,141.02,,
Gram/Giesma Smear,87205,CPT,,,12.6,12.6,,
Haptoglobin,83010,CPT,,,149.9,149.9,,
Hematocrit,85014,CPT,,,51.08,51.08,,
"Cbc, Auto W/O Diff",85027,CPT,,,19.95,19.95,,
Hepatitis A Antibody,86708,CPT,,,203.2,203.2,,
Hepatitis B Surface Ab,86706,CPT,,,148.05,148.05,,
Hepatitis B Surface Ag (Hbsag),87340,CPT,,,7.05,7.05,,
Hepatitis B Core Antibody,86704,CPT,,,15.0,15.0,,
Hep B Surf Antibody Qualitativ,86706,CPT,,,14.99,14.99,,
Hep B Surf Antibody Quant,86317,CPT,,,15.0,15.0,,
Hepatitis C Ab,86803,CPT,,,218.74,218.74,,
Hepatitis Panel (Acute),80074,CPT,,,404.18,404.18,,
Russell Viper Vnm Time-Dil,85613,CPT,,,30.0,30.0,,
Hiv-1 Antibody,86701,CPT,,,139.91,139.91,,
Herpes Simplex Type 2 Aby,86696,CPT,,,155.45,155.45,,
T-Cells-Cd4Count,86361,CPT,,,304.24,304.24,,
"Hiv Viral Load, Quant (Dna)",87536,CPT,,,150.0,150.0,,
Insulin,83525,CPT,,,10.11,10.11,,
Galactomannan Antigen,87305,CPT,,,165.0,165.0,,
"Iron,Serum,Chemical",83540,CPT,,,6.75,6.75,,
Iron Binding Capacity,83550,CPT,,,8.55,8.55,,
Lactic Acid,83605,CPT,,,482.0,482.0,,
Ldh,83615,CPT,,,6.0,6.0,,
Lidocaine,80176,CPT,,,39.57,39.57,,
Lipase,83690,CPT,,,10.38,10.38,,
Prograf Level (Tacrolimus),80197,CPT,,,88.14,88.14,,
Lithium,80178,CPT,,,26.65,26.65,,
Hepatic Function Panel,80076,CPT,,,22.05,22.05,,
Magnesium,83735,CPT,,,72.45,72.45,,
Microalbumin Urine Quant,82043,CPT,,,115.48,115.48,,
Osmolality Serum,83930,CPT,,,105.49,105.49,,
Osmolality Urine,83935,CPT,,,112.15,112.15,,
Ova And Parasites,87177,CPT,,,156.56,156.56,,
"Phenobarbital, Quant",80184,CPT,,,143.24,143.24,,
"Sodium, Urine",84300,CPT,,,6.0,6.0,,
"Chloride, Urine",82436,CPT,,,82.17,82.17,,
"Ph,Other Body Fluids",83986,CPT,,,25.23,25.23,,
Phosphorous Serum,84100,CPT,,,58.8,58.8,,
Potassium Serum,84132,CPT,,,6.75,6.75,,
Potassium Urine,84133,CPT,,,62.39,62.39,,
Prealbumin,84134,CPT,,,22.05,22.05,,
Prostate Specific Atg (Total),84153,CPT,,,210.97,210.97,,
Protein Total,84155,CPT,,,9.99,9.99,,
"Protein, Total, Other Source",84157,CPT,,,176.6,176.6,,
Protein Electrophoresis,84165,CPT,,,17.73,17.73,,
Prothrombin Time,85610,CPT,,,7.08,7.08,,
Parathyroid Hormones Intact,83970,CPT,,,14.4,14.4,,
Parathyroid Hormone,83970,CPT,,,347.55,347.55,,
Ptt,85730,CPT,,,70.35,70.35,,
Cmv By Pcr,87496,CPT,,,620.7,620.7,,
Rapamycin (Sirolimus),80195,CPT,,,50.58,50.58,,
"Rbc Count, Auto",85041,CPT,,,11.01,11.01,,
Renin-Plasma,84244,CPT,,,232.07,232.07,,
"Rheumatoid Factor, Qual",86430,CPT,,,118.81,118.81,,
Sensitivity (Mic),87186,CPT,,,152.25,152.25,,
Chalmydophilia Pneumoniae,87486,CPT,,,285.0,285.0,,
Mycoplasma Pneumoniae,87581,CPT,,,562.02,562.02,,
Sodium Serum,84295,CPT,,,6.75,6.75,,
Influenza Ab Pcr,87502,CPT,,,333.64,333.64,,
Reticulocyte (Auto),85045,CPT,,,82.17,82.17,,
"Leukocyte Count, Fecal",89055,CPT,,,16.83,16.83,,
Strep A Screen (Eia),87430,CPT,,,63.54,63.54,,
T3 Free,84481,CPT,,,355.32,355.32,,
T-3 Uptake,84479,CPT,,,6.75,6.75,,
T3 Total,84480,CPT,,,163.23,163.23,,
T-4 Total (Thyroxine),84436,CPT,,,13.5,13.5,,
Tegretol-Total,80156,CPT,,,6.75,6.75,,
Theophylline,80198,CPT,,,15.0,15.0,,
Thrombin Time,85670,CPT,,,24.0,24.0,,
Tobramycin,80200,CPT,,,15.0,15.0,,
Transferrin Serum,84466,CPT,,,175.44,175.44,,
Triglycerides,84478,CPT,,,6.0,6.0,,
Troponin (Quantitative),84484,CPT,,,61.08,61.08,,
Troponin T (Quantitative),84484,CPT,,,61.08,61.08,,
Tsh,84443,CPT,,,24.63,24.63,,
"Uric Acid, Blood",84550,CPT,,,6.0,6.0,,
"Vitamin D, 25 Hydroxy",82306,CPT,,,425.27,425.27,,
Urinalysis Auto W/O Micro,81003,CPT,,,64.05,64.05,,
Urinalysis Auto W/Microscopic,81001,CPT,,,9.45,9.45,,
Urea Nitrogen (Urine),84540,CPT,,,86.61,86.61,,
Valproic Acid,80164,CPT,,,357.54,357.54,,
Valproic Acid Free,80165,CPT,,,147.68,147.68,,
Vancomycin,80202,CPT,,,171.15,171.15,,
Fungitell Qual/Semiqnt,87449,CPT,,,43.98,43.98,,
Vitamin B1 (Thiamine),84425,CPT,,,180.99,180.99,,
Vitamin B-12,82607,CPT,,,8.55,8.55,,
Zinc,84630,CPT,,,12.84,12.84,,
Acid Fast Bacilli Culture,87116,CPT,,,42.0,42.0,,
"Calcium, Urine",82340,CPT,,,6.0,6.0,,
Chemilumines,82397,CPT,,,43.98,43.98,,
Ck-Mb Panel,82553,CPT,,,67.44,67.44,,
Culture Fluid/Other (Non Csf),87070,CPT,,,28.8,28.8,,
T4 Free (Thyroxine),84439,CPT,,,7.32,7.32,,
G6-Pd,82955,CPT,,,11.01,11.01,,
Herpes Simplex Type 1 Aby,86695,CPT,,,178.77,178.77,,
Gammaglobulin Igg,82784,CPT,,,12.0,12.0,,
Gammaglobulin Iga,82784,CPT,,,12.0,12.0,,
Myoglobin,83874,CPT,,,254.28,254.28,,
"Vitamin D, 1, 25-Dihydroxy",82652,CPT,,,404.18,404.18,,
