Kindred Hospital Tarrant County - Arlington,Pic Line Insertion,36569,CPT,Unnamed: 4,Unnamed: 5,2909.0,Unnamed: 7,2909.0.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,True,2025-04-21 07:58:20.031638,2025-04-21 07:58:20.031641,hospital_name,is_active,created_at,updated_at
Kindred Hospital Tarrant County - Arlington,Rom Testing Extremity/Trunk,95851,CPT,,,138.24,,138.24,,,,True,2025-04-21 07:58:20.046884,2025-04-21 07:58:20.046888,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Rom Testing Hand,95852,CPT,,,99.0,,99.0,,,,True,2025-04-21 07:58:20.047253,2025-04-21 07:58:20.047256,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Manual Therapy 15 Min,97140,CPT,,,92.15,,92.15,,,,True,2025-04-21 07:58:20.047577,2025-04-21 07:58:20.047578,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Therapeutic Exercise 15 Min,97110,CPT,,,98.6,,98.6,,,,True,2025-04-21 07:58:20.047818,2025-04-21 07:58:20.047820,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Wheelchair Training 15 Min,97542,CPT,,,65.0,,65.0,,,,True,2025-04-21 07:58:20.048033,2025-04-21 07:58:20.048034,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Pt Educat/Training 30/Min,98960,CPT,,,115.58,,115.58,,,,True,2025-04-21 07:58:20.048204,2025-04-21 07:58:20.048206,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ultrasound 15 Min,97035,CPT,,,93.94,,93.94,,,,True,2025-04-21 07:58:20.048383,2025-04-21 07:58:20.048385,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Elec Stim Attended 15 Min,97032,CPT,,,106.51,,106.51,,,,True,2025-04-21 07:58:20.048730,2025-04-21 07:58:20.048733,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Home Mgt Training 15 Min,97535,CPT,,,91.19,,91.19,,,,True,2025-04-21 07:58:20.048984,2025-04-21 07:58:20.048986,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Orthotic Fit/Train 15 Min,97760,CPT,,,108.92,,108.92,,,,True,2025-04-21 07:58:20.049190,2025-04-21 07:58:20.049192,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Othotic Fit/Train Subseq15Min,97763,CPT,,,89.66,,89.66,,,,True,2025-04-21 07:58:20.049385,2025-04-21 07:58:20.049388,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Act Direct 15 Min,97530,CPT,,,104.42,,104.42,,,,True,2025-04-21 07:58:20.049615,2025-04-21 07:58:20.049617,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Assistive Tech Assess 15 Min,97755,CPT,,,144.02,,144.02,,,,True,2025-04-21 07:58:20.049839,2025-04-21 07:58:20.049843,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Whirlpool Hubbard Tank 15Min,97036,CPT,,,200.36,,200.36,,,,True,2025-04-21 07:58:20.050183,2025-04-21 07:58:20.050186,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Short Arm Static,29125,CPT,,,545.61,,545.61,,,,True,2025-04-21 07:58:20.050469,2025-04-21 07:58:20.050474,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Short Arm Dynam,29126,CPT,,,483.43,,483.43,,,,True,2025-04-21 07:58:20.050806,2025-04-21 07:58:20.050808,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Finger Static,29130,CPT,,,424.73,,424.73,,,,True,2025-04-21 07:58:20.051053,2025-04-21 07:58:20.051068,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Finger Dynam,29131,CPT,,,453.69,,453.69,,,,True,2025-04-21 07:58:20.051323,2025-04-21 07:58:20.051326,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Thorax,29200,CPT,,,56.0,,56.0,,,,True,2025-04-21 07:58:20.051572,2025-04-21 07:58:20.051575,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Shoulder,29240,CPT,,,513.65,,513.65,,,,True,2025-04-21 07:58:20.051890,2025-04-21 07:58:20.051892,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Elbow Or Wrist,29260,CPT,,,255.16,,255.16,,,,True,2025-04-21 07:58:20.052054,2025-04-21 07:58:20.052055,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Short Leg,29515,CPT,,,645.93,,645.93,,,,True,2025-04-21 07:58:20.052221,2025-04-21 07:58:20.052223,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Hip,29520,CPT,,,210.92,,210.92,,,,True,2025-04-21 07:58:20.052396,2025-04-21 07:58:20.052398,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Knee,29530,CPT,,,342.39,,342.39,,,,True,2025-04-21 07:58:20.052560,2025-04-21 07:58:20.052562,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Ankle And/Or Foot,29540,CPT,,,270.85,,270.85,,,,True,2025-04-21 07:58:20.052748,2025-04-21 07:58:20.052750,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Toes,29550,CPT,,,369.25,,369.25,,,,True,2025-04-21 07:58:20.052884,2025-04-21 07:58:20.052885,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Dry Needling 1 Or 2 Muscles,20560,CPT,,,148.1,,148.1,,,,True,2025-04-21 07:58:20.053028,2025-04-21 07:58:20.053029,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Dry Needling 3 Or More Muscles,20561,CPT,,,230.37,,230.37,,,,True,2025-04-21 07:58:20.053248,2025-04-21 07:58:20.053249,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Comm/Work Reinteg 15 Min,97537,CPT,,,69.38,,69.38,,,,True,2025-04-21 07:58:20.053413,2025-04-21 07:58:20.053416,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Neg Press Wound Ther<=50Sqcm,97605,CPT,,,766.94,,766.94,,,,True,2025-04-21 07:58:20.053714,2025-04-21 07:58:20.053716,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Npwt Disp Equip >50 Sq Cm,97608,CPT,,,1519.09,,1519.09,,,,True,2025-04-21 07:58:20.054032,2025-04-21 07:58:20.054036,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Npwt Disp Equip <=50 Sq Cm,97607,CPT,,,1218.65,,1218.65,,,,True,2025-04-21 07:58:20.054366,2025-04-21 07:58:20.054367,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Neg Press Wound Ther >50Sqcm,97606,CPT,,,802.34,,802.34,,,,True,2025-04-21 07:58:20.054514,2025-04-21 07:58:20.054517,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Biofeedback Training,90901,CPT,,,67.05,,67.05,,,,True,2025-04-21 07:58:20.054821,2025-04-21 07:58:20.054822,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Selectiv Debride 1St 20 Sq Cm,97597,CPT,,,666.86,,666.86,,,,True,2025-04-21 07:58:20.055098,2025-04-21 07:58:20.055099,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Selectiv Debride Ea Ad 20Sq Cm,97598,CPT,,,602.45,,602.45,,,,True,2025-04-21 07:58:20.055410,2025-04-21 07:58:20.055414,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Vestibular Rehab,95992,CPT,,,176.24,,176.24,,,,True,2025-04-21 07:58:20.055659,2025-04-21 07:58:20.055663,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Infrared,97026,CPT,,,98.43,,98.43,,,,True,2025-04-21 07:58:20.055917,2025-04-21 07:58:20.055919,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Work Hard/Cond Init 2 Hrs,97545,CPT,,,1176.0,,1176.0,,,,True,2025-04-21 07:58:20.056255,2025-04-21 07:58:20.056258,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Aquatic Therapy W/Exer 15 Min,97113,CPT,,,158.0,,158.0,,,,True,2025-04-21 07:58:20.056504,2025-04-21 07:58:20.056506,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Hand Or Finger,29280,CPT,,,327.47,,327.47,,,,True,2025-04-21 07:58:20.056721,2025-04-21 07:58:20.056724,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Cylndr Cast Thigh-Ankle,29365,CPT,,,831.0,,831.0,,,,True,2025-04-21 07:58:20.056984,2025-04-21 07:58:20.056985,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Elec Stim Not Wound Unattended,97014,CPT,,,127.22,,127.22,,,,True,2025-04-21 07:58:20.057177,2025-04-21 07:58:20.057182,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Sensory Stimulation 15 Min,97533,CPT,,,99.21,,99.21,,,,True,2025-04-21 07:58:20.057549,2025-04-21 07:58:20.057550,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Neuromuscular Re-Ed 15 Min,97112,CPT,,,93.54,,93.54,,,,True,2025-04-21 07:58:20.057880,2025-04-21 07:58:20.057883,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Elec Stim Not Wound Unattended,97014,CPT,,,127.22,,127.22,,,,True,2025-04-21 07:58:20.058146,2025-04-21 07:58:20.058150,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Therapeutic Procedure-Group,97150,CPT,,,65.64,,65.64,,,,True,2025-04-21 07:58:20.058382,2025-04-21 07:58:20.058384,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Hot/Cold Packs Application,97010,CPT,,,85.51,,85.51,,,,True,2025-04-21 07:58:20.058608,2025-04-21 07:58:20.058611,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Procedure-Group 15 Min,97150,CPT,,,65.64,,65.64,,,,True,2025-04-21 07:58:20.058823,2025-04-21 07:58:20.058825,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Procedure-Group 45 Min,97150,CPT,,,65.64,,65.64,,,,True,2025-04-21 07:58:20.059045,2025-04-21 07:58:20.059048,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Procedure-Group 60 Min,97150,CPT,,,65.64,,65.64,,,,True,2025-04-21 07:58:20.059282,2025-04-21 07:58:20.059285,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Manual Therapy 15 Min,97140,CPT,,,92.15,,92.15,,,,True,2025-04-21 07:58:20.059496,2025-04-21 07:58:20.059499,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Massage 15 Min,97124,CPT,,,88.71,,88.71,,,,True,2025-04-21 07:58:20.059703,2025-04-21 07:58:20.059705,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Paraffin Bath,97018,CPT,,,113.49,,113.49,,,,True,2025-04-21 07:58:20.059942,2025-04-21 07:58:20.059944,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Therapeutic Exercise 15 Min,97110,CPT,,,98.6,,98.6,,,,True,2025-04-21 07:58:20.060239,2025-04-21 07:58:20.060244,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Long Arm,29105,CPT,,,743.78,,743.78,,,,True,2025-04-21 07:58:20.060578,2025-04-21 07:58:20.060581,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Long Leg,29505,CPT,,,671.1,,671.1,,,,True,2025-04-21 07:58:20.060839,2025-04-21 07:58:20.060842,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Assistive Tech Assess 15 Min,97755,CPT,,,144.02,,144.02,,,,True,2025-04-21 07:58:20.061086,2025-04-21 07:58:20.061089,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Whirlpool,97022,CPT,,,208.27,,208.27,,,,True,2025-04-21 07:58:20.061353,2025-04-21 07:58:20.061356,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Iontophoresis 15 Min,97033,CPT,,,171.93,,171.93,,,,True,2025-04-21 07:58:20.061615,2025-04-21 07:58:20.061618,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ultrasound 15 Min,97035,CPT,,,93.94,,93.94,,,,True,2025-04-21 07:58:20.061859,2025-04-21 07:58:20.061861,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Int Cog Func 1St 15 Min,97129,CPT,,,73.85,,73.85,,,,True,2025-04-21 07:58:20.062160,2025-04-21 07:58:20.062163,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Int Cog Func Eaaddl 15Mi,97130,CPT,,,68.31,,68.31,,,,True,2025-04-21 07:58:20.062388,2025-04-21 07:58:20.062391,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Wheelchair Training 15 Min,97542,CPT,,,65.0,,65.0,,,,True,2025-04-21 07:58:20.062643,2025-04-21 07:58:20.062644,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Comm/Work Reinteg 15 Min,97537,CPT,,,69.38,,69.38,,,,True,2025-04-21 07:58:20.062928,2025-04-21 07:58:20.062932,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Self Care/Home Mgt 15 Min,97535,CPT,,,91.19,,91.19,,,,True,2025-04-21 07:58:20.063180,2025-04-21 07:58:20.063182,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Ther Act Direct 15 Min,97530,CPT,,,104.42,,104.42,,,,True,2025-04-21 07:58:20.063424,2025-04-21 07:58:20.063429,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Elec Stim Attended 15 Min,97032,CPT,,,106.51,,106.51,,,,True,2025-04-21 07:58:20.063862,2025-04-21 07:58:20.063864,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Whirlpool Hubbard Tank 15Min,97036,CPT,,,200.36,,200.36,,,,True,2025-04-21 07:58:20.064058,2025-04-21 07:58:20.064060,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Short Arm Static,29125,CPT,,,545.61,,545.61,,,,True,2025-04-21 07:58:20.064224,2025-04-21 07:58:20.064226,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Short Arm Dynam,29126,CPT,,,483.43,,483.43,,,,True,2025-04-21 07:58:20.064450,2025-04-21 07:58:20.064451,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Finger Static,29130,CPT,,,424.73,,424.73,,,,True,2025-04-21 07:58:20.064584,2025-04-21 07:58:20.064585,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Apply Splint Finger Dynam,29131,CPT,,,453.69,,453.69,,,,True,2025-04-21 07:58:20.064769,2025-04-21 07:58:20.064770,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Shoulder,29240,CPT,,,513.65,,513.65,,,,True,2025-04-21 07:58:20.064887,2025-04-21 07:58:20.064888,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Strapping Elbow Or Wrist,29260,CPT,,,255.16,,255.16,,,,True,2025-04-21 07:58:20.065033,2025-04-21 07:58:20.065035,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Rom Testing Extremity/Trunk,95851,CPT,,,138.24,,138.24,,,,True,2025-04-21 07:58:20.065233,2025-04-21 07:58:20.065237,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Rom Testing Hand,95852,CPT,,,99.0,,99.0,,,,True,2025-04-21 07:58:20.065568,2025-04-21 07:58:20.065570,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Infrared,97026,CPT,,,98.43,,98.43,,,,True,2025-04-21 07:58:20.065839,2025-04-21 07:58:20.065841,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Diathermy,97024,CPT,,,37.17,,37.17,,,,True,2025-04-21 07:58:20.066133,2025-04-21 07:58:20.066136,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
Kindred Hospital Tarrant County - Arlington,Standard Cognitive Test Per Hr,96125,CPT,,,316.93,,316.93,,,,True,2025-04-21 07:58:20.066412,2025-04-21 07:58:20.066415,hospital_name,True,2025-04-21 07:58:29.613597,2025-04-21 07:58:29.613597
